x	y	n	trajectory
164	39	9	9903,10110,|10535,10747,10958,11171,11383,|11813,12028,12235,|12860,13077,|13699,13908,14117,14337,14538,14748,14958,15168,15376,15582,15793,16008,|22734,22964,23189,23410,23630,23855,24073,24299,24516,24739,24954,25177,25406,25623,25846,|27622,27847,|29414,29639,|31397,31613,31827,32037,32258,32483,32708,32925,33151,33372,33602,33832,
164	40	2	34756,34981,35206,35434,35660,35886,36112,36334,36553,36775,37002,37240,37466,37691,37917,38152,38383,38603,38830,39052,39275,39499,39724,39945,40167,40390,40611,40830,41055,41279,41499,|41937,42154,42387,42612,42839,43068,43295,43523,43747,43969,44192,44414,44645,44860,45085,45306,45534,45765,45988,
164	279	4	1314,1517,1711,1908,2114,2312,2514,2725,2941,3149,3359,3570,3779,3990,4195,4404,4618,4828,5035,5243,5449,5658,5871,6091,6309,6525,6735,6956,7164,7375,7584,7797,8007,8218,|9071, 9274, 9485, 9695, 9905,10112,10323,10537,10749,10957,11170,11385,11602,11815,12027,12237,12444,12654,12862,13076,13285,13493,13701,13910,14119,14336,14540,14750,14957,15167,15378,15584,15795,16010,16221,16436,16647,16858,17073,17290,17508,17720,17940,|19654,19873,20091,|20525,20751,20971,21193,21411,21631,21856,22075,22296,22514,22736,22963,23191,23412,23629,23854,24076,24301,24518,24738,24956,25179,25405,25625,25848,26070,26293,26513,26737,26963,27180,27398,27624,27849,28071,28286,28510,28732,28961,29188,29416,29641,29863,30087,30310,
164	280	2	30755,30971,31185,31399,31615,31826,|32260,32485,32707,32927,33150,33374,33604,33834,34064,34297,34525,34758,34983,
165	39	9	730, 926,1114,1313,1515,1712,1909,|2313,2515,2726,2938,3150,|3780,3991,|4619,4826,5033,5244,|6092,6307,6523,6733,6954,7162,|7585,7798,8005,8216,8427,8643,|9275,9486,|19224,19440,|20526,20752,
165	40	1	28287,28507,
165	178	1	42156,42388,42614,42845,
165	179	7	39054,39277,39501,39729,39947,40172,40392,|40832,41057,|43297,43525,|47572,47804,48035,48266,|52842,53073,53304,53535,53757,53991,|55600,55831,56063,56294,56529,56762,56998,57227,57455,57683,57912,58143,58370,58606,58848,59081,59314,59546,59782,60022,|60725,60951,61187,61410,61638,61862,62086,62317,62542,62772,63004,63235,63463,63704,63931,64160,64395,64624,64854,65088,65326,65560,
165	217	1	20092,20307,20528,20754,20974,21195,21413,21632,21858,22077,22297,22515,22738,22966,23193,23414,23632,23857,24078,24303,24520,24740,24958,25181,25408,25627,25850,26071,26295,
165	230	3	30312,30536,30757,30973,31187,31401,31617,31830,32040,32264,32487,32710,32929,33154,33376,33606,33836,34065,34299,34528,34760,34985,35209,35437,35663,35889,36115,36337,36556,36778,37004,37243,37469,37693,37920,38155,38386,38606,38832,39055,39278,39502,39726,39948,40169,40393,40613,40833,41058,41281,41501,41722,41939,42157,42389,42615,42841,43070,43298,43526,43749,43971,44196,|44646,44862,45087,45308,45536,45767,45990,46216,46438,46667,46897,|47347,47573,47805,48036,48267,48499,48729,48957,49191,49419,49638,49864,50097,50324,50550,
165	249	1	13079,13287,13494,13702,13911,
165	250	6	14339,14542,14752,14960,15170,15379,15586,15797,16012,16223,16438,16649,16860,17075,17291,17509,17722,17942,18156,18370,18581,18798,19013,19225,19443,19656,19874,|22739,22967,23194,|42616,42842,43071,43299,|59315,59548,59784,60024,60257,60496,60727,60953,61189,|62088,62319,62544,|63006,63237,63465,63706,63933,64162,64397,
166	278	1	35211,35440,35665,35892,36118,36340,36558,36781,37007,37246,37472,37696,37922,38158,38389,38609,38835,39058,39281,39505,39730,39950,40173,40396,40616,40836,41061,41284,41504,41726,41942,42161,42392,42619,42846,43074,43302,43529,43752,43974,44198,44418,44649,44865,45090,45311,45538,45770,45993,46219,46441,46670,46898,47122,47350,47576,47808,48039,48270,48502,48732,48960,49193,49420,49641,49868,50100,50322,50552,50785,51017,51245,51473,51697,51927,52156,52383,52616,52846,53077,53307,53538,53761,53995,54224,54449,54677,54904,55135,55369,
167	158	1	49642,49867,
168	85	1	9490,9698,
168	146	1	34069,34302,34532,
168	147	1	42620,42847,
169	37	1	8222, 8433, 8651, 8866, 9077, 9281, 9492, 9702, 9911,10119,10328,10543,10756,10964,11175,11392,11608,11821,12034,12243,12449,12659,12868,13083,13292,13500,13708,13916,14125,14343,14546,14756,14966,15174,15385,15590,15803,16016,16227,16443,16653,16864,17081,17296,17514,17726,17947,18161,18376,18585,18803,19019,19231,19447,19661,19881,20098,20313,20532,20759,20978,21201,21418,21638,21862,22081,22303,22521,22743,22972,23200,23419,23636,23862,24083,24307,24524,24745,24963,25185,25412,25632,25854,26076,26299,26518,26742,26970,27185,27403,27630,27854,
169	38	5	32713,32932,33159,33381,33609,33840,34070,|51247,51474,|51928,52157,|52847,53078,|58148,58375,58611,
169	146	1	1913, 2117, 2317, 2520, 2729, 2944, 3154, 3362, 3573, 3784, 3994, 4198, 4408, 4622, 4831, 5038, 5248, 5453, 5663, 5875, 6096, 6313, 6529, 6739, 6960, 7168, 7380, 7589, 7802, 8011, 8223, 8432, 8649, 8865, 9075, 9279, 9491, 9700, 9909,10116,10327,10541,10753,10962,11176,11390,11606,11819,12032,12241,12448,12658,12866,13082,13290,13498,13707,13915,14123,14342,14545,14755,14963,15173,15383,15589,15800,16015,16226,16441,16652,16863,17079,17295,17513,17725,17945,18159,18373,18584,18802,19016,19229,19446,19659,19878,20096,20311,20531,20757,20977,21199,21416,21636,21861,22080,22301,22519,22742,22970,23197,23417,23635,23860,24081,24306,24523,24744,24961,25184,25411,25630,25853,26075,26298,26517,26741,26967,27184,27402,27628,27853,28075,28291,28514,28738,28965,29192,29420,29645,
169	159	4	733, 935,1120,1319,1521,1717,1915,2119,2319,2522,2731,2946,3156,3364,3575,3786,3997,4200,4411,4624,4833,5040,5250,5455,5666,5876,|10542,10754,10965,11177,|49196,49423,|49871,50103,50327,50555,50789,51020,51250,51476,51700,51930,52159,52386,52618,52849,53080,53311,53541,53763,53997,54226,54451,54680,54908,55138,55371,55605,55837,56069,56300,56537,56768,57004,57233,57462,57690,57917,58150,58379,58615,58853,59089,59320,59553,59791,60029,60263,60500,60731,60959,61194,61416,61647,61867,62093,62323,62551,62777,63010,63241,63471,
169	160	3	6097,6316,6531,6741,|13291,13499,|64629,64859,
169	237	4	44202,44421,|46444,46673,|53998,54227,54452,|56070,56301,56535,
169	238	1	49197,49424,49645,
170	38	5	1520,1716,1914,2118,2318,2521,2730,2945,3155,3363,3574,3785,3996,4199,4410,4623,4832,5039,5249,5454,5665,5878,6099,6315,6530,6740,6961,7169,7379,7591,7803,8014,|28294,28516,28741,28968,29194,29421,29646,|30541,30762,|34765,34989,35213,35442,35668,35894,36119,36343,36562,36783,37010,37248,37475,37699,37926,|38392,38612,38838,39061,39282,39507,39734,39952,40174,40400,40619,40837,41062,41288,41507,41730,41943,42165,42396,42623,42848,43078,43303,43531,43755,43976,44199,44422,44650,44868,45094,45314,45542,45771,45996,46221,46445,46674,46899,47124,47351,47577,47809,48040,48271,48505,48733,48962,49194,49421,49643,49869,50101,50325,50556,50787,
170	148	1	934,1119,
170	159	4	7592,7804,8012,8224,8434,8652,8867,9076,9282,9493,|9912,10117,|11822,12035,|14758,14964,
170	160	1	15591,15801,16017,16228,16444,16654,16865,17080,17297,17515,17727,17948,18160,18374,18587,18804,19017,19232,19449,19662,19879,20097,20314,20534,20760,20980,21202,21419,21639,21863,22082,22304,22522,22745,22973,23198,23420,23638,23863,24084,24309,24526,24747,24964,25187,25413,25631,25856,26077,26301,26519,26743,26968,27187,27405,27631,27855,28077,28292,28517,28739,28966,29195,29422,29648,29867,30091,30316,30539,30760,30976,31191,31404,31620,31834,32044,32265,32490,32715,32934,33160,33379,33610,33841,34072,34303,34534,34763,34990,35214,35443,35669,35895,36120,36341,36560,36782,37011,37249,37473,37700,37924,38160,38390,38610,38836,39059,39283,39508,39732,39955,40177,40398,40620,40839,41064,41286,41508,41728,41945,42163,42394,42624,42850,43076,43305,43533,43754,43978,44201,44420,44652,44867,45093,45313,45541,45773,45995,46220,46443,46672,46901,47126,47353,47579,47811,48042,48273,48504,48735,
170	181	2	29196,29424,|31835,32046,32267,
170	221	6	18805,19020,19233,19450,19663,19882,|20315,20535,|20981,21203,|22974,23201,23421,23639,|27188,27406,27632,|29869,30094,30318,30542,30764,30979,31193,
170	222	2	21640,21865,22084,22305,|25415,25633,25857,26079,
171	135	2	42625,42852,43079,43307,43534,43757,43980,44204,44425,44654,44870,45096,45316,45544,45775,45998,46224,46447,|48044,48275,48507,48737,48965,49199,49426,
171	136	1	50558,50791,51022,
171	180	1	30544,30763,30978,31192,31406,
171	181	1	32936,33161,33382,33612,33842,34073,34305,
171	222	1	28742,28969,29198,29425,
172	135	1	15176,15386,15593,15804,16019,16230,16445,16656,16867,17083,17299,17517,17729,17949,18163,18377,18588,18807,19021,19234,19451,19664,19883,20100,20316,20536,20761,20982,21204,21420,21641,21866,22085,22306,22523,22746,22975,23202,23422,23640,23864,24086,24310,24527,24748,24966,25188,25416,25635,25858,26080,26302,26521,26746,26971,27189,27407,27633,27857,28079,28295,28518,28743,28970,29197,29426,29649,29870,30095,30317,30543,30765,30980,31194,31407,31622,31836,32047,32269,32492,32716,32935,33162,33383,33613,33844,34074,34306,34535,34766,34991,35216,35444,35670,35896,36122,36344,36563,36786,37012,37250,37476,37701,37928,38162,38393,38613,38839,39062,39285,39509,39735,39956,40178,40401,40621,40841,41067,41289,
172	136	1	46676,46903,
172	189	1	65336,65568,
174	147	1	21421,21642,21867,22086,22307,22524,22747,22977,23203,23423,23641,
174	148	2	40403,40624,40843,41069,41291,41511,41733,41949,42166,42399,42628,42855,43082,43310,43536,|44205,44428,
175	93	1	41510,41732,41948,42168,42398,42627,42854,43081,43309,43537,43759,43982,44207,44427,44656,44872,45098,45318,45546,45777,46000,46226,46449,46678,46905,47129,47356,47583,47814,48046,48278,48509,48739,48967,49201,49428,49648,49875,50106,50330,50560,50793,51024,51252,51479,51704,51934,52163,52390,52622,52853,53084,53314,53545,53767,54002,54231,54456,54684,54912,55142,55376,55609,55840,56074,56305,56540,56774,57009,
175	94	3	17084,17300,|35218,35446,35673,35898,36124,36346,36565,36789,37014,37252,37478,37703,37930,38164,38395,38615,38841,39065,39288,39511,39737,39958,40180,40404,40623,|57693,57922,
175	147	4	17301,17518,17730,17950,18165,18378,|18808,19022,19236,19452,19665,19884,20101,20318,20537,20762,|29872,30097,30320,30546,30767,30982,31196,31409,31624,31837,32049,32272,32494,32718,|33164,33385,33615,33846,34076,
175	148	6	16446,16658,16868,|24311,24528,24749,|25637,25859,|27192,27409,27635,|28081,28297,28520,28745,28972,|34537,34769,34993,35219,
178	56	1	31413,31628,31842,
178	57	1	34080,34313,34541,
179	252	1	28301,28524,
179	253	1	44661,44877,
180	252	10	6103,6320,|13715,13921,14129,|16449,16662,16871,17087,17304,|17733,17953,18168,|19025,19239,19455,19668,19887,|20321,20540,20765,|28976,29204,|32277,32498,32722,32942,33168,33389,33619,33850,34081,34314,34542,34773,34997,35223,35450,35676,35902,36128,36350,36569,|37018,37256,37482,37707,37934,38168,38399,38619,38845,39069,|39515,39741,39962,40184,40408,40628,40847,41073,41296,41516,41738,41954,42173,42404,42633,42860,43087,
180	253	3	10333,10548,|21424,21645,21870,22089,22310,22527,22750,22980,23206,23426,23644,23867,24089,24314,24532,24752,24968,25192,25419,25641,25863,26084,26306,26528,26751,26976,27196,27413,27639,27862,|45323,45551,45783,46005,46231,46454,46683,46910,47135,47361,47589,47819,48051,
181	253	1	48284,48514,48744,48972,49206,49433,49653,49880,50111,50335,50565,50798,51029,51257,51484,51710,51939,52168,52395,52628,52858,53090,53320,53550,53772,
182	200	1	43316,43544,
182	272	13	17735,17955,|22752,22982,23209,|25421,25644,25866,|28978,29206,|29657,29878,30104,30326,|31416,31630,31845,|32944,33171,33392,33621,33853,34083,34317,34545,34775,35000,|37709,37936,38170,|45325,45553,45785,46007,46233,46458,46685,46912,47138,47363,47592,47822,48054,48285,48517,48748,48974,49208,49436,49656,49882,50114,50337,50567,50800,51031,51260,51486,51712,51942,52171,52398,52630,52861,53092,53322,53553,53776,54009,54239,54463,54693,54920,55150,|55617,55848,56083,56313,56548,|57017,57244,57473,57702,57932,58163,58390,58626,58866,59103,59333,59566,59802,60042,60277,60513,60744,60972,61207,|63254,63483,63721,63950,64178,64413,64643,64872,|65347,65580,
183	272	8	2326,2529,2738,2953,3162,3371,3583,3794,4004,4207,4417,4631,4839,|5256, 5461, 5671, 5885, 6105, 6323, 6538, 6747, 6967, 7177, 7386, 7597, 7810, 8019, 8230, 8441, 8657, 8874, 9083, 9287, 9499, 9708, 9918,10124,10336,10551,10762,10970,11184,11397,|12665,12874,13091,13299,13506,13718,13923,|14763,14972,15181,|22092,22312,|27416,27642,27864,28086,28304,28526,|39965,40187,|61881,62107,62336,62562,62791,
184	96	1	48518,48746,48976,
184	286	1	64417,64647,64877,
185	221	6	6750, 6970, 7179, 7389, 7600, 7813, 8022, 8233, 8444, 8660, 8876, 9086, 9290, 9502, 9710, 9921,10127,10338,10553,10765,10973,11187,11400,11615,11830,12042,12250,12459,12668,12877,13093,13303,13509,13720,13926,14133,14352,14554,14766,14974,15184,15394,15600,15811,16027,16239,16453,16665,16875,17092,17308,17524,17738,17958,18173,18385,18595,18814,19029,19243,19459,|19891,20107,20325,20545,20769,20988,21211,21428,21652,21875,22094,22315,22532,22755,22986,23211,23430,23648,23871,24093,24318,24537,24756,24972,25196,25424,25647,25868,26088,26311,26533,26756,26980,27201,27418,27645,27868,28089,28307,28530,28752,28981,29209,29435,29661,29881,30107,30330,30554,|34548,34779,|39967,40189,40413,40632,40851,41077,41300,41520,|41958,42177,42409,42637,42864,43091,43319,43547,43768,43992,44215,44437,44665,44881,45106,45328,45556,45788,46010,46236,46460,46688,46915,47140,47366,47594,47824,48057,48288,48520,48750,48978,49211,49438,49659,49887,50117,50341,50571,50805,51036,51265,51491,51716,51947,|52403,52634,52867,53096,53327,53558,53782,54014,
185	286	6	46689,46916,47141,47367,47595,47825,48058,48289,48521,48751,48979,49212,49439,49660,49888,50118,50342,50572,50806,51037,51262,51492,51717,51948,52176,52404,52635,52865,53097,53328,53559,53779,|55154,55386,55622,55853,56087,56318,|57022,57249,57478,57707,|58167,58393,|59338,59571,59806,60047,60280,60518,60749,|61211,61434,61662,61883,62111,62341,62567,62796,63026,63257,
186	127	2	14767,14975,15185,15395,15601,15812,16028,16238,16454,16666,16876,17094,17309,17525,17739,17959,18174,18386,18596,18815,19030,19244,19460,19673,19892,20108,20326,20546,20770,20989,21212,21429,21651,21874,22095,22316,22531,22756,22985,23212,23431,23649,23872,24094,24319,24538,24757,24973,25197,25425,25646,25869,26089,26312,26532,26757,26981,27200,27419,27644,27867,28090,28306,28529,28753,28982,29210,29436,29660,29880,30106,30329,30553,30774,30990,31203,31419,31633,31847,32056,32283,32502,32726,32947,33173,33394,33624,33855,34086,34319,34547,34778,35002,35227,35454,35680,35907,36132,36354,36573,36796,37023,37260,37486,37712,|40190,40412,
187	44	4	12460,12669,|48980,49213,|49889,50119,|64183,64419,
187	45	2	11616,11832,|45789,46011,46237,
187	126	1	13927,14135,14354,14556,
188	45	1	57024,57251,
188	121	1	46691,46917,47143,47368,47596,
188	125	1	8446,8661,
188	126	1	9088, 9292, 9503, 9712, 9923,10128,
190	157	1	34089,34321,34550,34781,35004,35229,35457,35682,35909,36134,36356,36575,36798,37025,37262,37489,37714,37942,38174,38404,38624,38851,39075,39296,39521,39748,39970,40193,40416,40635,40854,41080,41303,41523,41744,41961,42180,42412,42640,42868,43094,43322,43550,43771,43995,44218,44441,44668,44884,45109,45332,45559,45792,46015,46240,46463,46693,46920,47145,47371,47599,47828,48061,48292,48524,48754,48983,49216,49442,49663,49892,50122,50345,50575,50809,51040,51268,51495,51721,51951,52179,52407,52639,52870,53101,53331,53562,53786,54017,54246,54472,54699,54928,55158,55391,55625,55857,56090,56321,56555,56788,57026,57253,57481,57710,57938,58171,58398,58634,58874,59109,59342,59574,59811,
191	224	1	2534,2745,
191	225	1	3377,3588,3799,4009,
192	26	1	52872,53105,53334,
193	24	1	42643,42871,43097,43326,43553,43774,43998,
193	25	5	37718,37945,38178,38407,38628,38854,39079,39300,|46696,46923,|51499,51723,51953,52182,52411,|60981,61217,|61668,61890,62115,62348,62572,62802,63031,63264,63493,63730,63961,64188,64426,64654,64883,65114,
193	26	7	36801,37028,37264,|39751,39974,|40857,41083,41305,41526,|41964,42182,|44444,44671,44886,45112,45336,45562,45795,|49666,49896,50125,50347,50578,50812,|53789,54021,54249,54476,54702,54931,55161,55394,55629,55861,56093,56323,56558,56791,57028,57256,57484,57713,57942,58174,58401,58636,58877,59112,59345,59578,59814,60053,
193	35	6	36360,36578,36802,37029,37266,37492,|37946,38179,38408,38629,38855,39080,39301,39524,39752,39975,40196,40419,40638,40858,41084,41307,41527,41747,41965,42185,42415,42644,|47832,48065,48295,48529,|50813,51043,51271,|52642,52874,53106,53335,53566,|63265,63491,
196	62	2	21883,22103,|51046,51274,
200	245	1	62578,62807,
201	26	2	27429,27654,27878,28099,28316,28539,28762,28991,|29446,29670,29890,30116,30339,30564,30783,30999,31212,31428,31642,31857,32065,32292,32511,32735,32956,33182,33404,33633,33864,34097,34329,34558,34789,35011,35236,35464,35689,35916,36141,36364,36583,36807,37034,37271,37497,37722,37951,38183,38413,38633,38860,39084,39305,39529,39757,39979,40201,40424,40643,40863,41089,41312,41532,41752,41970,42190,42420,42649,42877,43102,43330,43559,43779,44003,44225,44450,44676,44892,45117,45340,45567,45800,46022,46248,46471,46701,46928,47152,47379,47606,47837,48071,48301,48534,48762,48991,49225,49450,49672,49902,50131,50354,50584,50820,51050,51278,51504,51730,51961,52188,52416,52648,52880,53111,53341,53571,53795,54026,54255,54481,54708,54937,55167,
201	245	1	40425,40644,
202	177	3	13938,14144,14364,|32737,32958,|33866,34098,
203	86	4	29220,29449,|33634,33868,34101,34330,34560,34792,35015,35237,35466,35691,|37953,38186,38416,38637,38863,39087,|40203,40428,
203	87	1	40866,41092,41315,41535,41755,41973,42193,42423,42652,42880,43105,43332,43562,43782,44006,44227,44453,44677,44894,45118,45343,45570,
203	125	1	65125,65368,
203	210	1	47156,47383,47610,47841,48076,48305,48538,48765,48994,49229,
204	73	4	30568,30786,|41974,42195,|48075,48306,48539,48767,48996,49230,49454,49677,49907,50135,50359,50589,50825,51055,51283,51509,51735,51966,|61226,61448,
204	86	4	18398,18608,18827,19042,19256,19472,19685,|20339,20558,20782,|22328,22544,22769,22999,23224,23444,23662,23884,24106,24332,24549,24769,24985,25211,25438,25659,25881,26101,26324,26545,26769,26994,27211,27432,27657,27880,28102,28319,|36144,36368,36586,36811,37037,37274,
204	87	1	16251,16466,16678,16888,17106,17321,17537,17751,17971,
204	210	2	351,  552,  755,  954, 1140, 1341, 1541, 1737, 1937, 2139, 2341, 2545, 2754, 2968, 3177, 3389, 3600, 3811, 4021, 4223, 4433, 4647, 4855, 5062, 5272, 5479, 5688, 5900, 6121, 6340, 6552, 6764, 6983, 7193, 7403, 7614, 7826, 8037, 8246, 8458, 8674, 8891, 9100, 9304, 9516, 9724, 9935,10141,10352,10566,10778,10989,11201,11413,11629,11844,12055,12264,12474,12682,12890,13108,13316,13523,13733,13941,14149,14367,14568,14781,14988,15198,15408,15613,15824,16041,16252,16467,16679,16889,17107,17322,17538,17752,17972,18186,18399,18609,18828,19043,19257,19473,19686,19905,20120,20338,20559,20783,21001,21225,21441,21663,21888,22108,22329,22545,22770,23000,23225,23445,23663,23885,24107,24333,24551,24770,24986,25212,25436,25660,25882,26103,26325,26546,26770,26992,27213,27433,27658,27882,28103,28320,28542,28766,28994,29222,29450,29673,29894,30119,30343,30569,|31002,31214,31430,
204	211	3	31860,32068,32294,32514,32739,32960,33185,33407,33636,33869,34102,34333,34562,34793,35014,35240,35468,35693,35919,36145,36366,36587,36812,37038,37275,37500,37725,37955,38187,38417,38636,38864,39088,39308,39532,39761,39982,40205,40429,40647,40867,41093,41316,41536,41756,41975,42194,42424,42653,42881,43106,43334,43563,43783,44007,44229,44454,44680,44896,45120,45344,|46026,46252,46475,|49676,49905,
205	17	1	22771,23001,
205	18	3	21664,21889,22109,22330,|23664,23888,24108,24334,24552,|24987,25210,
205	72	1	56334,56567,
205	73	13	14569,14782,|15614,15825,|23665,23886,24109,24331,|28321,28543,28767,|29451,29674,29895,|33408,33638,|34334,34563,|37276,37501,37726,37956,|39309,39533,|46705,46932,47157,47384,47611,|52421,52653,52885,53116,53346,53576,53799,54031,54260,54486,|54942,55172,|55638,55870,
205	250	4	7194,7404,7615,|13525,13734,13942,|14368,14570,14783,14989,|16253,16468,16681,16890,17108,17323,17539,17753,
205	251	4	20784,21002,21226,21442,21665,21891,22110,22331,22546,|23887,24110,|29452,29675,29896,|35241,35469,35694,35920,
206	250	1	1738,1938,2140,2342,2546,2755,2970,3178,3390,3601,3812,4022,4224,4434,4648,4856,5063,5274,5480,5689,5901,6122,6341,
206	251	2	8248,8459,|9517,9725,9936,
207	87	8	13943,14150,14369,14571,|15615,15827,16042,|28322,28544,28768,28995,29223,29453,29676,29897,30120,30344,30571,30787,31003,31216,31432,31645,31861,32069,32296,32515,32740,32961,33186,33409,33639,33871,34103,34335,34564,34794,35016,35242,35470,35695,35921,36146,36369,36588,36813,37039,37277,37502,37727,37957,38188,38418,38638,38865,39089,39310,39534,39762,39984,40206,40431,40648,40868,|44455,44681,44898,45122,45346,45571,45803,46028,46253,|46933,47158,|47612,47842,48077,|55404,55639,55871,|64665,64894,65128,65370,
208	87	6	10567,10780,|11202,11414,11630,11847,|12475,12683,12891,13109,|17754,17973,18187,18400,18611,18829,19044,19258,19474,19688,19906,20121,20340,20560,20785,21003,21227,21443,21666,21892,22111,22332,22547,22772,23002,|23889,24111,24335,24553,24771,24988,25213,|25661,25883,26104,26326,26547,26771,26995,27214,
208	160	1	25885,26105,
210	58	1	11204,11416,
211	12	1	17976,18190,18403,18614,
212	20	1	13318,13527,
214	189	1	8250,8462,
215	74	1	8039,8251,
215	75	4	17326,17543,|18405,18615,|19047,19261,|27438,27662,
215	229	2	30349,30577,30792,31008,31221,31437,31650,31866,|46938,47163,47389,47618,47848,48082,48311,48544,48772,49001,49235,
215	230	6	43339,43568,|49913,50140,50364,50594,50830,51060,|51514,51740,51972,52197,52426,52658,52890,53121,53351,53581,53805,54036,54265,54491,|57271,57498,|61455,61684,|62133,62363,62589,62819,63048,63282,63509,63746,63977,64205,
216	75	1	22336,22551,22775,23006,
216	91	1	1345,1545,
216	110	1	4025,4227,4436,4652,
216	208	2	26110,26333,26554,26778,|60770,60998,
216	229	2	23450,23669,23894,24116,|33414,33644,33877,
216	230	7	19263,19478,19692,19911,20125,|21007,21231,21448,21670,21896,22116,22337,22552,22777,23008,|24560,24776,24993,25219,25443,25666,|26111,26331,26552,26776,|27219,27439,27664,27888,28108,28327,28549,28773,29000,29228,29458,29681,29902,|39094,39315,39539,39768,39989,40211,40436,40653,40873,41100,41321,41541,41762,41980,42200,42429,|64672,64900,65134,
216	243	1	31651,31867,32074,32301,32520,32745,32966,33191,33415,33645,33876,34109,34340,34569,34799,35021,35247,35476,35700,35926,36151,36374,36593,36818,37045,37283,37507,37732,37962,38193,38423,38643,38870,39095,39316,39540,39767,39990,40212,40437,40654,40874,41099,41322,41542,41763,41981,42201,42430,42659,42887,43111,43340,43569,43788,44013,44234,44461,44686,44903,45127,45351,45576,45808,46033,46258,46480,46710,46939,47164,47390,47617,
216	244	9	1145,1346,1544,|2758,2974,3181,3393,|3815,4026,4228,4438,4653,|5483,5692,5904,6125,|10783,10993,11206,|11633,11850,12060,12267,12478,12686,12895,13112,13320,13529,13739,13946,14154,|17978,18192,18406,18617,18834,19049,19264,19479,19693,19910,|22553,22778,23009,23230,23451,23670,23895,24117,24340,24561,24777,24994,25220,25444,25667,25890,26112,26332,26553,26777,27001,27220,27440,27665,27889,28109,28328,|29903,30125,30350,30576,30793,31009,31222,
217	208	12	2346,2549,2760,2973,|6557,6769,6987,7198,7408,7619,7831,8042,8254,8465,8678,8896,9104,|10784,10994,11207,11418,11634,|12479,12687,12896,13113,|18193,18407,|18835,19050,19265,19480,19694,19912,20126,|24341,24559,24778,|35022,35248,35475,|36375,36594,36819,37044,|55178,55409,55645,|57499,57727,|58414,58651,
217	209	7	5905,6126,|13947,14155,|22117,22338,22554,22779,23007,23231,|23671,23896,|25221,25445,25668,|56108,56339,|59361,59591,59828,
217	244	2	557,760,|6558, 6768, 6986, 7199, 7407, 7618, 7830, 8041, 8253, 8464, 8677, 8895, 9103, 9307, 9520, 9728, 9939,10145,10355,
218	208	1	16894,17112,17328,
218	237	1	15413,15619,
218	238	8	2975,3182,|9308, 9521, 9730, 9941,10146,10357,10570,10785,10995,11208,11419,11635,|12688,12897,13114,13322,13531,|13948,14156,14373,14574,14787,14993,|16895,17114,17329,17544,17758,17979,|19051,19266,19481,19695,19913,20127,20344,20566,|21232,21449,|22555,22780,23010,23232,23452,23672,23897,
218	284	3	14157,14374,14575,14788,14994,15204,15414,15620,15833,16048,16258,16473,16686,|17330,17545,17759,17980,18194,18409,18618,18836,19052,19267,19482,19696,19914,|20345,20567,20789,21008,21233,21450,21671,21897,22119,22339,22556,22781,23011,23233,23453,23673,23898,24118,24342,24562,24779,24995,25222,25446,25669,25891,26113,26334,26555,26779,27002,27222,27442,27666,27890,28111,28329,28550,28774,29002,29229,29459,29682,29904,30126,30351,30578,30794,31010,31223,31439,31652,31868,32075,32303,32521,32747,32967,33192,33416,33646,33878,34110,34341,34570,34800,35023,35249,35477,35701,35927,36152,36376,36595,36820,37046,37284,37508,37734,37963,38194,38424,38644,38871,39096,39317,39541,39770,39991,40214,40438,40655,40875,41101,41323,41543,41764,41982,42202,42432,42661,42888,43112,43341,43570,43789,44015,44235,44462,44687,44904,45128,45352,45577,45809,46035,46259,46481,46711,46941,47166,47391,47619,47849,48083,48313,48545,48774,49002,49236,49459,49682,49914,50141,50365,50595,50831,51061,51288,
219	66	6	47167,47394,47622,47852,48084,48316,48546,48775,49003,49237,49460,49683,49917,50142,50366,50596,50834,|51741,51973,52199,52428,52660,52892,|54494,54720,54948,55180,55411,55649,55877,56110,56341,56574,56806,57046,57275,57501,57729,57958,58189,58416,58653,58893,|59363,59593,59831,60069,60303,60540,|61000,61234,61458,|62135,62367,62593,62821,63050,63284,63511,63749,63979,64207,64443,
219	67	1	53353,53583,
219	159	3	8897, 9105, 9309, 9522, 9733, 9942,10147,10359,10571,10786,10996,11209,11420,11638,11853,12063,12268,12480,12691,12898,|18410,18622,18837,19053,|33194,33418,33647,33880,34112,34342,34572,
219	160	12	14789,14997,15205,15415,15621,|16049,16260,|19916,20128,20346,20569,20792,21009,21236,21451,21672,21898,22122,22340,22557,22782,23012,23234,23455,23674,23900,24119,24344,24563,24780,|25223,25447,25670,25892,26115,26336,26556,26780,|28331,28551,28776,|29230,29460,|30128,30352,30580,|31440,31653,31870,32076,32304,32522,32748,|35702,35930,|36378,36596,36822,37047,37286,|37735,37964,38196,38426,38646,|39771,39993,40213,40440,
219	173	1	5694,5910,6127,
219	238	1	5907,6129,6345,6559,6770,6990,7201,7409,7621,7832,8043,8255,8466,8680,8899,
220	160	2	13324,13532,13743,|16689,16897,17117,17331,17546,
220	245	1	42434,42664,42891,43116,
221	244	1	39544,39775,
221	301	1	5282,5488,5697,5912,6133,6350,
222	121	1	16262,16476,16690,
222	244	2	35932,36155,36380,36599,36824,37051,37288,37511,37739,37968,38199,38429,38649,|41327,41547,
223	226	1	29908,30131,
